Owner Name,Location,Item Code,Item Name,Stock,Unit,Receiving Date,Lot Number,Damage Flag
POST Sterirized,E6-21,POST-032,POST Sterirized 030,11183,Pallet,16/03/2027,1245749,Good
POST Sterirized,E6-22,POST-017,POST Sterirized 015,11184,Pallet,13/01/2027,1245750,Good
POST Sterirized,E6-23,POST-029,POST Sterirized 017,11185,Pallet,23/12/2026,1245751,Good
POST Sterirized,E6-24,POST-010,POST Sterirized 040,11186,Pallet,14/04/2027,1245752,Good
POST Sterirized,E6-25,POST-006,POST Sterirized 044,11187,Pallet,02/11/2026,1245753,Good
POST Sterirized,E6-26,POST-045,POST Sterirized 039,11188,Pallet,26/12/2026,1245754,Good
POST Sterirized,E6-27,POST-005,POST Sterirized 039,11189,Pallet,26/02/2027,1245755,Good
POST Sterirized,E6-28,POST-002,POST Sterirized 036,11190,Pallet,04/02/2027,1245756,Good
POST Sterirized,E6-29,POST-025,POST Sterirized 011,11191,Pallet,29/11/2026,1245757,Good
POST Sterirized,E6-30,POST-041,POST Sterirized 042,11192,Pallet,24/01/2027,1245758,Good
POST Sterirized,E6-31,POST-008,POST Sterirized 012,11193,Pallet,21/02/2027,1245759,Good
POST Sterirized,E6-32,POST-001,POST Sterirized 032,11194,Pallet,11/03/2027,1245760,Good
POST Sterirized,E6-33,POST-026,POST Sterirized 003,11195,Pallet,14/03/2027,1245761,Good
POST Sterirized,E6-34,POST-024,POST Sterirized 007,11196,Pallet,10/01/2027,1245762,Good
POST Sterirized,E7-1,POST-001,POST Sterirized 033,11197,Pallet,07/03/2027,1245763,Good
POST Sterirized,E7-2,POST-045,POST Sterirized 009,11198,Pallet,26/11/2026,1245764,Good
POST Sterirized,E7-3,POST-028,POST Sterirized 032,11199,Pallet,27/03/2027,1245765,Good
POST Sterirized,E7-4,POST-035,POST Sterirized 024,11200,Pallet,30/03/2027,1245766,Good
POST Sterirized,E7-5,POST-034,POST Sterirized 021,11201,Pallet,27/01/2027,1245767,Good
POST Sterirized,E7-6,POST-038,POST Sterirized 006,11202,Pallet,28/03/2027,1245768,Good
POST Sterirized,E7-7,POST-036,POST Sterirized 012,11203,Pallet,26/11/2026,1245769,Good
POST Sterirized,E7-8,POST-038,POST Sterirized 050,11204,Pallet,04/02/2027,1245770,Good
POST Sterirized,E7-9,POST-033,POST Sterirized 037,11205,Pallet,02/02/2027,1245771,Good
POST Sterirized,E7-10,POST-041,POST Sterirized 023,11206,Pallet,15/04/2027,1245772,Good
POST Sterirized,E7-11,POST-049,POST Sterirized 009,11207,Pallet,25/11/2026,1245773,Good
POST Sterirized,E7-12,POST-002,POST Sterirized 031,11208,Pallet,10/12/2026,1245774,Good
POST Sterirized,E7-13,POST-036,POST Sterirized 005,11209,Pallet,23/03/2027,1245775,Good
POST Sterirized,E7-14,POST-002,POST Sterirized 036,11210,Pallet,18/11/2026,1245776,Good
POST Sterirized,E7-15,POST-021,POST Sterirized 026,11211,Pallet,02/01/2027,1245777,Good
POST Sterirized,E7-16,POST-013,POST Sterirized 007,11212,Pallet,20/12/2026,1245778,Good
POST Sterirized,E7-17,POST-041,POST Sterirized 044,11213,Pallet,14/04/2027,1245779,Good
POST Sterirized,E7-18,POST-003,POST Sterirized 011,11214,Pallet,28/11/2026,1245780,Good
POST Sterirized,E7-19,POST-036,POST Sterirized 025,11215,Pallet,05/04/2027,1245781,Good
POST Sterirized,E7-20,POST-050,POST Sterirized 016,11216,Pallet,07/02/2027,1245782,Good
POST Sterirized,E7-21,POST-033,POST Sterirized 049,11217,Pallet,08/03/2027,1245783,Good
POST Sterirized,E7-22,POST-001,POST Sterirized 004,11218,Pallet,30/10/2026,1245784,Good
POST Sterirized,E7-23,POST-043,POST Sterirized 026,11219,Pallet,22/12/2026,1245785,Good
POST Sterirized,E7-24,POST-008,POST Sterirized 029,11220,Pallet,13/03/2027,1245786,Good
POST Sterirized,E7-25,POST-033,POST Sterirized 022,11221,Pallet,27/03/2027,1245787,Good
POST Sterirized,E7-26,POST-027,POST Sterirized 046,11222,Pallet,16/04/2027,1245788,Good
POST Sterirized,E7-27,POST-042,POST Sterirized 044,11223,Pallet,19/11/2026,1245789,Good
POST Sterirized,E7-28,POST-009,POST Sterirized 010,11224,Pallet,21/12/2026,1245790,Good
POST Sterirized,E7-29,POST-009,POST Sterirized 028,11225,Pallet,01/02/2027,1245791,Good
POST Sterirized,E7-30,POST-030,POST Sterirized 018,11226,Pallet,06/12/2026,1245792,Good
POST Sterirized,E7-31,POST-002,POST Sterirized 001,11227,Pallet,29/03/2027,1245793,Good
POST Sterirized,E7-32,POST-013,POST Sterirized 024,11228,Pallet,11/04/2027,1245794,Good
POST Sterirized,E7-33,POST-010,POST Sterirized 046,11229,Pallet,21/03/2027,1245795,Good
POST Sterirized,E7-34,POST-017,POST Sterirized 031,11230,Pallet,21/04/2027,1245796,Good
POST Sterirized,E8-1,POST-024,POST Sterirized 049,11231,Pallet,24/12/2026,1245797,Good
POST Sterirized,E8-2,POST-015,POST Sterirized 049,11232,Pallet,14/02/2027,1245798,Good
POST Sterirized,E8-3,POST-011,POST Sterirized 025,11233,Pallet,05/12/2026,1245799,Good
POST Sterirized,E8-4,POST-047,POST Sterirized 016,11234,Pallet,08/04/2027,1245800,Good
POST Sterirized,E8-5,POST-047,POST Sterirized 025,11235,Pallet,25/11/2026,1245801,Good
POST Sterirized,E8-6,POST-014,POST Sterirized 006,11236,Pallet,31/10/2026,1245802,Good
POST Sterirized,E8-7,POST-025,POST Sterirized 048,11237,Pallet,20/03/2027,1245803,Good
POST Sterirized,E8-8,POST-020,POST Sterirized 036,11238,Pallet,05/01/2027,1245804,Good
POST Sterirized,E8-9,POST-037,POST Sterirized 008,11239,Pallet,30/11/2026,1245805,Good
POST Sterirized,E8-10,POST-009,POST Sterirized 025,11240,Pallet,05/11/2026,1245806,Good
POST Sterirized,E8-11,POST-035,POST Sterirized 007,11241,Pallet,30/03/2027,1245807,Good
POST Sterirized,E8-12,POST-034,POST Sterirized 016,11242,Pallet,14/02/2027,1245808,Good
POST Sterirized,E8-13,POST-007,POST Sterirized 003,11243,Pallet,28/12/2026,1245809,Good
POST Sterirized,E8-14,POST-034,POST Sterirized 010,11244,Pallet,20/01/2027,1245810,Good
POST Sterirized,E8-15,POST-047,POST Sterirized 004,11245,Pallet,17/02/2027,1245811,Good
POST Sterirized,E8-16,POST-028,POST Sterirized 041,11246,Pallet,28/01/2027,1245812,Good
POST Sterirized,E8-17,POST-029,POST Sterirized 022,11247,Pallet,11/12/2026,1245813,Good
POST Sterirized,E8-18,POST-018,POST Sterirized 036,11248,Pallet,31/10/2026,1245814,Good
POST Sterirized,E8-19,POST-020,POST Sterirized 050,11249,Pallet,23/02/2027,1245815,Good
POST Sterirized,E8-20,POST-005,POST Sterirized 021,11250,Pallet,23/11/2026,1245816,Good
POST Sterirized,E8-21,POST-024,POST Sterirized 044,11251,Pallet,04/01/2027,1245817,Good
POST Sterirized,E8-22,POST-014,POST Sterirized 041,11252,Pallet,14/12/2026,1245818,Good
POST Sterirized,E8-23,POST-010,POST Sterirized 046,11253,Pallet,16/01/2027,1245819,Good
POST Sterirized,E8-24,POST-026,POST Sterirized 013,11254,Pallet,23/01/2027,1245820,Good
POST Sterirized,E8-25,POST-050,POST Sterirized 005,11255,Pallet,29/03/2027,1245821,Good
POST Sterirized,E8-26,POST-014,POST Sterirized 003,11256,Pallet,27/12/2026,1245822,Good
POST Sterirized,E8-27,POST-011,POST Sterirized 013,11257,Pallet,12/11/2026,1245823,Good
POST Sterirized,E8-28,POST-036,POST Sterirized 038,11258,Pallet,15/11/2026,1245824,Good
POST Sterirized,E8-29,POST-024,POST Sterirized 043,11259,Pallet,09/04/2027,1245825,Good
POST Sterirized,E8-30,POST-031,POST Sterirized 036,11260,Pallet,16/01/2027,1245826,Good
POST Sterirized,E8-31,POST-036,POST Sterirized 008,11261,Pallet,13/12/2026,1245827,Good
POST Sterirized,E8-32,POST-047,POST Sterirized 029,11262,Pallet,22/03/2027,1245828,Good
POST Sterirized,E8-33,POST-013,POST Sterirized 019,11263,Pallet,23/11/2026,1245829,Good
POST Sterirized,E8-34,POST-036,POST Sterirized 042,11264,Pallet,17/04/2027,1245830,Good
POST Sterirized,E9-1,POST-029,POST Sterirized 010,11265,Pallet,17/01/2027,1245831,Good
POST Sterirized,E9-2,POST-011,POST Sterirized 029,11266,Pallet,24/03/2027,1245832,Good
POST Sterirized,E9-3,POST-045,POST Sterirized 039,11267,Pallet,30/11/2026,1245833,Good
POST Sterirized,E9-4,POST-029,POST Sterirized 036,11268,Pallet,12/11/2026,1245834,Good
POST Sterirized,E9-5,POST-017,POST Sterirized 037,11269,Pallet,25/03/2027,1245835,Good
POST Sterirized,E9-6,POST-029,POST Sterirized 008,11270,Pallet,22/04/2027,1245836,Good
POST Sterirized,E9-7,POST-048,POST Sterirized 040,11271,Pallet,23/11/2026,1245837,Good
POST Sterirized,E9-8,POST-003,POST Sterirized 042,11272,Pallet,20/02/2027,1245838,Good
POST Sterirized,E9-9,POST-016,POST Sterirized 013,11273,Pallet,10/11/2026,1245839,Good
POST Sterirized,E9-10,POST-050,POST Sterirized 009,11274,Pallet,21/04/2027,1245840,Good
POST Sterirized,E9-11,POST-012,POST Sterirized 018,11275,Pallet,26/02/2027,1245841,Good
POST Sterirized,E9-12,POST-012,POST Sterirized 011,11276,Pallet,11/11/2026,1245842,Good
POST Sterirized,E9-13,POST-035,POST Sterirized 008,11277,Pallet,30/12/2026,1245843,Good
POST Sterirized,E9-14,POST-008,POST Sterirized 023,11278,Pallet,22/12/2026,1245844,Good
POST Sterirized,E9-15,POST-008,POST Sterirized 002,11279,Pallet,24/02/2027,1245845,Good
POST Sterirized,E9-16,POST-033,POST Sterirized 030,11280,Pallet,20/12/2026,1245846,Good
POST Sterirized,E9-17,POST-028,POST Sterirized 001,11281,Pallet,26/01/2027,1245847,Good
POST Sterirized,E9-18,POST-048,POST Sterirized 035,11282,Pallet,21/01/2027,1245848,Good
POST Sterirized,E9-19,POST-012,POST Sterirized 044,11283,Pallet,15/01/2027,1245849,Good
POST Sterirized,E9-20,POST-035,POST Sterirized 003,11284,Pallet,12/04/2027,1245850,Good
POST Sterirized,E9-21,POST-001,POST Sterirized 029,11285,Pallet,23/12/2026,1245851,Good
POST Sterirized,E9-22,POST-023,POST Sterirized 039,11286,Pallet,05/01/2027,1245852,Good
POST Sterirized,E9-23,POST-012,POST Sterirized 014,11287,Pallet,03/11/2026,1245853,Good
POST Sterirized,E9-24,POST-047,POST Sterirized 020,11288,Pallet,07/02/2027,1245854,Good
POST Sterirized,E9-25,POST-044,POST Sterirized 019,11289,Pallet,10/12/2026,1245855,Good
POST Sterirized,E9-26,POST-035,POST Sterirized 018,11290,Pallet,05/02/2027,1245856,Good
POST Sterirized,E9-27,POST-014,POST Sterirized 025,11291,Pallet,09/04/2027,1245857,Good
POST Sterirized,E9-28,POST-023,POST Sterirized 009,11292,Pallet,10/03/2027,1245858,Good
POST Sterirized,E9-29,POST-006,POST Sterirized 046,11293,Pallet,10/01/2027,1245859,Good
POST Sterirized,E9-30,POST-031,POST Sterirized 035,11294,Pallet,11/02/2027,1245860,Good
POST Sterirized,E9-31,POST-025,POST Sterirized 032,11295,Pallet,08/01/2027,1245861,Good
POST Sterirized,E9-32,POST-027,POST Sterirized 012,11296,Pallet,14/04/2027,1245862,Good
POST Sterirized,E9-33,POST-004,POST Sterirized 011,11297,Pallet,06/11/2026,1245863,Good
POST Sterirized,E9-34,POST-020,POST Sterirized 042,11298,Pallet,18/12/2026,1245864,Good
POST Sterirized,E10-1,POST-002,POST Sterirized 033,11299,Pallet,20/04/2027,1245865,Good
POST Sterirized,E10-2,POST-042,POST Sterirized 039,11300,Pallet,21/01/2027,1245866,Good
POST Sterirized,E10-3,POST-030,POST Sterirized 044,11301,Pallet,23/02/2027,1245867,Good
POST Sterirized,E10-4,POST-027,POST Sterirized 016,11302,Pallet,21/11/2026,1245868,Good
POST Sterirized,E10-5,POST-041,POST Sterirized 048,11303,Pallet,09/11/2026,1245869,Good
POST Sterirized,E10-6,POST-029,POST Sterirized 006,11304,Pallet,30/01/2027,1245870,Good
POST Sterirized,E10-7,POST-046,POST Sterirized 009,11305,Pallet,17/01/2027,1245871,Good
POST Sterirized,E10-8,POST-046,POST Sterirized 016,11306,Pallet,20/04/2027,1245872,Good
POST Sterirized,E10-9,POST-024,POST Sterirized 041,11307,Pallet,14/04/2027,1245873,Good
POST Sterirized,E10-10,POST-035,POST Sterirized 013,11308,Pallet,08/11/2026,1245874,Good
POST Sterirized,E10-11,POST-041,POST Sterirized 042,11309,Pallet,11/02/2027,1245875,Good
POST Sterirized,E10-12,POST-036,POST Sterirized 030,11310,Pallet,02/03/2027,1245876,Good
POST Sterirized,E10-13,POST-048,POST Sterirized 037,11311,Pallet,09/02/2027,1245877,Good
POST Sterirized,E10-14,POST-041,POST Sterirized 012,11312,Pallet,18/03/2027,1245878,Good
POST Sterirized,E10-15,POST-015,POST Sterirized 020,11313,Pallet,18/01/2027,1245879,Good
POST Sterirized,E10-16,POST-044,POST Sterirized 037,11314,Pallet,09/03/2027,1245880,Good
POST Sterirized,E10-17,POST-025,POST Sterirized 036,11315,Pallet,06/01/2027,1245881,Good
POST Sterirized,E10-18,POST-042,POST Sterirized 041,11316,Pallet,22/01/2027,1245882,Good
POST Sterirized,E10-19,POST-019,POST Sterirized 023,11317,Pallet,24/03/2027,1245883,Good
POST Sterirized,E10-20,POST-022,POST Sterirized 028,11318,Pallet,17/04/2027,1245884,Good
POST Sterirized,E10-21,POST-013,POST Sterirized 036,11319,Pallet,02/04/2027,1245885,Good
POST Sterirized,E10-22,POST-014,POST Sterirized 029,11320,Pallet,19/01/2027,1245886,Good
POST Sterirized,E10-23,POST-005,POST Sterirized 003,11321,Pallet,14/11/2026,1245887,Good
POST Sterirized,E10-24,POST-010,POST Sterirized 044,11322,Pallet,11/12/2026,1245888,Good
POST Sterirized,E10-25,POST-015,POST Sterirized 028,11323,Pallet,15/12/2026,1245889,Good
POST Sterirized,E10-26,POST-042,POST Sterirized 026,11324,Pallet,30/11/2026,1245890,Good
POST Sterirized,E10-27,POST-032,POST Sterirized 044,11325,Pallet,24/12/2026,1245891,Good
POST Sterirized,E10-28,POST-007,POST Sterirized 015,11326,Pallet,18/04/2027,1245892,Good
POST Sterirized,E10-29,POST-036,POST Sterirized 004,11327,Pallet,18/03/2027,1245893,Good
POST Sterirized,E10-30,POST-009,POST Sterirized 042,11328,Pallet,20/01/2027,1245894,Good
POST Sterirized,E10-31,POST-049,POST Sterirized 023,11329,Pallet,27/02/2027,1245895,Good
POST Sterirized,E10-32,POST-032,POST Sterirized 044,11330,Pallet,10/01/2027,1245896,Good
POST Sterirized,E10-33,POST-021,POST Sterirized 028,11331,Pallet,10/03/2027,1245897,Good
POST Sterirized,E10-34,POST-036,POST Sterirized 044,11332,Pallet,22/01/2027,1245898,Good
POST Sterirized,E11-1,POST-024,POST Sterirized 025,11333,Pallet,09/04/2027,1245899,Good
POST Sterirized,E11-2,POST-032,POST Sterirized 017,11334,Pallet,28/01/2027,1245900,Good
POST Sterirized,E11-3,POST-045,POST Sterirized 026,11335,Pallet,06/12/2026,1245901,Good
POST Sterirized,E11-4,POST-030,POST Sterirized 031,11336,Pallet,22/03/2027,1245902,Good
POST Sterirized,E11-5,POST-018,POST Sterirized 048,11337,Pallet,13/04/2027,1245903,Good
POST Sterirized,E11-6,POST-006,POST Sterirized 027,11338,Pallet,23/01/2027,1245904,Good
POST Sterirized,E11-7,POST-007,POST Sterirized 044,11339,Pallet,22/02/2027,1245905,Good
POST Sterirized,E11-8,POST-022,POST Sterirized 024,11340,Pallet,01/12/2026,1245906,Good
POST Sterirized,E11-9,POST-037,POST Sterirized 015,11341,Pallet,31/03/2027,1245907,Good
POST Sterirized,E11-10,POST-033,POST Sterirized 001,11342,Pallet,18/11/2026,1245908,Good
POST Sterirized,E11-11,POST-015,POST Sterirized 020,11343,Pallet,19/11/2026,1245909,Good
POST Sterirized,E11-12,POST-025,POST Sterirized 024,11344,Pallet,10/12/2026,1245910,Good
POST Sterirized,E11-13,POST-049,POST Sterirized 015,11345,Pallet,01/03/2027,1245911,Good
POST Sterirized,E11-14,POST-039,POST Sterirized 043,11346,Pallet,05/03/2027,1245912,Good
POST Sterirized,E11-15,POST-033,POST Sterirized 024,11347,Pallet,20/02/2027,1245913,Good
POST Sterirized,E11-16,POST-016,POST Sterirized 025,11348,Pallet,27/03/2027,1245914,Good
POST Sterirized,E11-17,POST-028,POST Sterirized 047,11349,Pallet,15/12/2026,1245915,Good
POST Sterirized,E11-18,POST-023,POST Sterirized 029,11350,Pallet,27/03/2027,1245916,Good
POST Sterirized,E11-19,POST-050,POST Sterirized 040,11351,Pallet,01/11/2026,1245917,Good
POST Sterirized,E11-20,POST-010,POST Sterirized 017,11352,Pallet,23/01/2027,1245918,Good
POST Sterirized,E11-21,POST-006,POST Sterirized 030,11353,Pallet,13/12/2026,1245919,Good
POST Sterirized,E11-22,POST-020,POST Sterirized 035,11354,Pallet,23/02/2027,1245920,Good
POST Sterirized,E11-23,POST-014,POST Sterirized 030,11355,Pallet,08/02/2027,1245921,Good
POST Sterirized,E11-24,POST-022,POST Sterirized 034,11356,Pallet,29/12/2026,1245922,Good
POST Sterirized,E11-25,POST-009,POST Sterirized 003,11357,Pallet,29/03/2027,1245923,Good
POST Sterirized,E11-26,POST-015,POST Sterirized 041,11358,Pallet,23/02/2027,1245924,Good
POST Sterirized,E11-27,POST-008,POST Sterirized 021,11359,Pallet,11/12/2026,1245925,Good
POST Sterirized,E11-28,POST-027,POST Sterirized 027,11360,Pallet,16/03/2027,1245926,Good
POST Sterirized,E11-29,POST-032,POST Sterirized 017,11361,Pallet,29/10/2026,1245927,Good
POST Sterirized,E11-30,POST-027,POST Sterirized 017,11362,Pallet,24/01/2027,1245928,Good
POST Sterirized,E11-31,POST-010,POST Sterirized 048,11363,Pallet,23/04/2027,1245929,Good
POST Sterirized,E11-32,POST-037,POST Sterirized 025,11364,Pallet,28/11/2026,1245930,Good
POST Sterirized,E11-33,POST-012,POST Sterirized 049,11365,Pallet,30/03/2027,1245931,Good
POST Sterirized,E11-34,POST-034,POST Sterirized 003,11366,Pallet,25/02/2027,1245932,Good
POST Sterirized,E12-1,POST-010,POST Sterirized 017,11367,Pallet,10/12/2026,1245933,Good
POST Sterirized,E12-2,POST-031,POST Sterirized 044,11368,Pallet,16/12/2026,1245934,Good
POST Sterirized,E12-3,POST-009,POST Sterirized 034,11369,Pallet,02/04/2027,1245935,Good
POST Sterirized,E12-4,POST-007,POST Sterirized 046,11370,Pallet,03/04/2027,1245936,Good
POST Sterirized,E12-5,POST-035,POST Sterirized 016,11371,Pallet,03/03/2027,1245937,Good
POST Sterirized,E12-6,POST-006,POST Sterirized 029,11372,Pallet,23/04/2027,1245938,Good
POST Sterirized,E12-7,POST-031,POST Sterirized 015,11373,Pallet,06/12/2026,1245939,Good
POST Sterirized,E12-8,POST-018,POST Sterirized 014,11374,Pallet,28/03/2027,1245940,Good
POST Sterirized,E12-9,POST-045,POST Sterirized 030,11375,Pallet,26/01/2027,1245941,Good
POST Sterirized,E12-10,POST-035,POST Sterirized 041,11376,Pallet,10/04/2027,1245942,Good
POST Sterirized,E12-11,POST-015,POST Sterirized 026,11377,Pallet,03/04/2027,1245943,Good
POST Sterirized,E12-12,POST-006,POST Sterirized 008,11378,Pallet,05/11/2026,1245944,Good
POST Sterirized,E12-13,POST-043,POST Sterirized 023,11379,Pallet,08/04/2027,1245945,Good
POST Sterirized,E12-14,POST-006,POST Sterirized 016,11380,Pallet,27/11/2026,1245946,Good
POST Sterirized,E12-15,POST-017,POST Sterirized 037,11381,Pallet,27/02/2027,1245947,Good
POST Sterirized,E12-16,POST-009,POST Sterirized 023,11382,Pallet,23/12/2026,1245948,Good
POST Sterirized,E12-17,POST-007,POST Sterirized 022,11383,Pallet,03/12/2026,1245949,Good
POST Sterirized,E12-18,POST-035,POST Sterirized 037,11384,Pallet,16/01/2027,1245950,Good
POST Sterirized,E12-19,POST-014,POST Sterirized 012,11385,Pallet,24/01/2027,1245951,Good
POST Sterirized,E12-20,POST-029,POST Sterirized 030,11386,Pallet,26/11/2026,1245952,Good
POST Sterirized,E12-21,POST-008,POST Sterirized 045,11387,Pallet,07/01/2027,1245953,Good
POST Sterirized,E12-22,POST-003,POST Sterirized 007,11388,Pallet,12/12/2026,1245954,Good
POST Sterirized,E12-23,POST-016,POST Sterirized 011,11389,Pallet,21/01/2027,1245955,Good
POST Sterirized,E12-24,POST-044,POST Sterirized 015,11390,Pallet,05/11/2026,1245956,Good
POST Sterirized,E12-25,POST-022,POST Sterirized 001,11391,Pallet,03/01/2027,1245957,Good
POST Sterirized,E12-26,POST-034,POST Sterirized 023,11392,Pallet,01/04/2027,1245958,Good
POST Sterirized,E12-27,POST-002,POST Sterirized 026,11393,Pallet,07/03/2027,1245959,Good
POST Sterirized,E12-28,POST-027,POST Sterirized 023,11394,Pallet,20/12/2026,1245960,Good
POST Sterirized,E12-29,POST-044,POST Sterirized 050,11395,Pallet,26/12/2026,1245961,Good
POST Sterirized,E12-30,POST-050,POST Sterirized 011,11396,Pallet,13/12/2026,1245962,Good
POST Sterirized,E12-31,POST-039,POST Sterirized 006,11397,Pallet,23/11/2026,1245963,Good
POST Sterirized,E12-32,POST-012,POST Sterirized 045,11398,Pallet,21/11/2026,1245964,Good
POST Sterirized,E12-33,POST-027,POST Sterirized 006,11399,Pallet,11/11/2026,1245965,Good
POST Sterirized,E12-34,POST-044,POST Sterirized 021,11400,Pallet,27/01/2027,1245966,Good
POST Sterirized,E13-1,POST-027,POST Sterirized 045,11401,Pallet,29/11/2026,1245967,Good
POST Sterirized,E13-2,POST-019,POST Sterirized 008,11402,Pallet,24/11/2026,1245968,Good
POST Sterirized,E13-3,POST-043,POST Sterirized 017,11403,Pallet,07/03/2027,1245969,Good
POST Sterirized,E13-4,POST-030,POST Sterirized 044,11404,Pallet,31/03/2027,1245970,Good
POST Sterirized,E13-5,POST-028,POST Sterirized 038,11405,Pallet,21/04/2027,1245971,Good
POST Sterirized,E13-6,POST-006,POST Sterirized 004,11406,Pallet,17/02/2027,1245972,Good
POST Sterirized,E13-7,POST-026,POST Sterirized 016,11407,Pallet,19/01/2027,1245973,Good
POST Sterirized,E13-8,POST-046,POST Sterirized 037,11408,Pallet,11/01/2027,1245974,Good
POST Sterirized,E13-9,POST-011,POST Sterirized 008,11409,Pallet,24/04/2027,1245975,Good
POST Sterirized,E13-10,POST-022,POST Sterirized 037,11410,Pallet,30/11/2026,1245976,Good
POST Sterirized,E13-11,POST-006,POST Sterirized 028,11411,Pallet,23/01/2027,1245977,Good
POST Sterirized,E13-12,POST-002,POST Sterirized 009,11412,Pallet,28/01/2027,1245978,Good
POST Sterirized,E13-13,POST-022,POST Sterirized 023,11413,Pallet,28/03/2027,1245979,Good
POST Sterirized,E13-14,POST-027,POST Sterirized 012,11414,Pallet,26/03/2027,1245980,Good
POST Sterirized,E13-15,POST-031,POST Sterirized 008,11415,Pallet,08/02/2027,1245981,Good
POST Sterirized,E13-16,POST-016,POST Sterirized 023,11416,Pallet,19/04/2027,1245982,Good
POST Sterirized,E13-17,POST-037,POST Sterirized 045,11417,Pallet,02/11/2026,1245983,Good
POST Sterirized,E13-18,POST-006,POST Sterirized 036,11418,Pallet,20/12/2026,1245984,Good
POST Sterirized,E13-19,POST-021,POST Sterirized 028,11419,Pallet,03/11/2026,1245985,Good
POST Sterirized,E13-20,POST-017,POST Sterirized 014,11420,Pallet,27/11/2026,1245986,Good
POST Sterirized,E13-21,POST-018,POST Sterirized 025,11421,Pallet,30/01/2027,1245987,Good
POST Sterirized,E13-22,POST-029,POST Sterirized 034,11422,Pallet,28/10/2026,1245988,Good
POST Sterirized,E13-23,POST-042,POST Sterirized 032,11423,Pallet,25/04/2027,1245989,Good
POST Sterirized,E13-24,POST-014,POST Sterirized 009,11424,Pallet,23/11/2026,1245990,Good
POST Sterirized,E13-25,POST-022,POST Sterirized 027,11425,Pallet,18/01/2027,1245991,Good
POST Sterirized,E13-26,POST-017,POST Sterirized 006,11426,Pallet,29/10/2026,1245992,Good
POST Sterirized,E13-27,POST-022,POST Sterirized 038,11427,Pallet,08/01/2027,1245993,Good
POST Sterirized,E13-28,POST-042,POST Sterirized 041,11428,Pallet,05/03/2027,1245994,Good
POST Sterirized,E13-29,POST-026,POST Sterirized 045,11429,Pallet,10/12/2026,1245995,Good
POST Sterirized,E13-30,POST-029,POST Sterirized 015,11430,Pallet,16/02/2027,1245996,Good
POST Sterirized,E13-31,POST-042,POST Sterirized 005,11431,Pallet,22/04/2027,1245997,Good
POST Sterirized,E13-32,POST-036,POST Sterirized 046,11432,Pallet,19/04/2027,1245998,Good
POST Sterirized,E13-33,POST-027,POST Sterirized 027,11433,Pallet,29/12/2026,1245999,Good
POST Sterirized,E13-34,POST-025,POST Sterirized 038,11434,Pallet,05/11/2026,1246000,Good
POST Sterirized,E14-1,POST-010,POST Sterirized 008,11435,Pallet,03/11/2026,1246001,Good
POST Sterirized,E14-2,POST-050,POST Sterirized 041,11436,Pallet,16/11/2026,1246002,Good
POST Sterirized,E14-3,POST-018,POST Sterirized 003,11437,Pallet,27/01/2027,1246003,Good
POST Sterirized,E14-4,POST-008,POST Sterirized 029,11438,Pallet,19/02/2027,1246004,Good
POST Sterirized,E14-5,POST-045,POST Sterirized 033,11439,Pallet,10/12/2026,1246005,Good
POST Sterirized,E14-6,POST-004,POST Sterirized 004,11440,Pallet,24/02/2027,1246006,Good
POST Sterirized,E14-7,POST-030,POST Sterirized 010,11441,Pallet,03/02/2027,1246007,Good
POST Sterirized,E14-8,POST-042,POST Sterirized 034,11442,Pallet,06/04/2027,1246008,Good
POST Sterirized,E14-9,POST-047,POST Sterirized 012,11443,Pallet,27/02/2027,1246009,Good
POST Sterirized,E14-10,POST-012,POST Sterirized 034,11444,Pallet,02/01/2027,1246010,Good
POST Sterirized,E14-11,POST-016,POST Sterirized 018,11445,Pallet,19/01/2027,1246011,Good
POST Sterirized,E14-12,POST-003,POST Sterirized 032,11446,Pallet,07/02/2027,1246012,Good
POST Sterirized,E14-13,POST-002,POST Sterirized 042,11447,Pallet,22/12/2026,1246013,Good
POST Sterirized,E14-14,POST-041,POST Sterirized 046,11448,Pallet,03/03/2027,1246014,Good
POST Sterirized,E14-15,POST-020,POST Sterirized 028,11449,Pallet,19/02/2027,1246015,Good
POST Sterirized,E14-16,POST-001,POST Sterirized 014,11450,Pallet,08/04/2027,1246016,Good
POST Sterirized,E14-17,POST-038,POST Sterirized 022,11451,Pallet,30/03/2027,1246017,Good
POST Sterirized,E14-18,POST-012,POST Sterirized 046,11452,Pallet,22/12/2026,1246018,Good
POST Sterirized,E14-19,POST-025,POST Sterirized 036,11453,Pallet,24/01/2027,1246019,Good
POST Sterirized,E14-20,POST-038,POST Sterirized 028,11454,Pallet,12/03/2027,1246020,Good
POST Sterirized,E14-21,POST-032,POST Sterirized 034,11455,Pallet,05/02/2027,1246021,Good
POST Sterirized,E14-22,POST-004,POST Sterirized 027,11456,Pallet,04/01/2027,1246022,Good
POST Sterirized,E14-23,POST-009,POST Sterirized 019,11457,Pallet,19/04/2027,1246023,Good
POST Sterirized,E14-24,POST-044,POST Sterirized 001,11458,Pallet,11/12/2026,1246024,Good
POST Sterirized,E14-25,POST-003,POST Sterirized 038,11459,Pallet,16/03/2027,1246025,Good
POST Sterirized,E14-26,POST-036,POST Sterirized 001,11460,Pallet,17/01/2027,1246026,Good
POST Sterirized,E14-27,POST-005,POST Sterirized 003,11461,Pallet,01/03/2027,1246027,Good
